state_abbreviation,county_name,study_year,center_type,development_stage,median_weekly_childcare_cost
VA,Charles City County,2016,Center,Preschool,123.33
VA,Charles City County,2017,Family,Infant,131.67
VA,Charles City County,2017,Family,Toddler,110
VA,Charles City County,2017,Family,Preschool,110
VA,Charles City County,2017,Center,Infant,165
VA,Charles City County,2017,Center,Toddler,126.67
VA,Charles City County,2017,Center,Preschool,126.67
VA,Charles City County,2018,Family,Infant,135
VA,Charles City County,2018,Family,Toddler,115
VA,Charles City County,2018,Family,Preschool,115
VA,Charles City County,2018,Center,Infant,170
VA,Charles City County,2018,Center,Toddler,130
VA,Charles City County,2018,Center,Preschool,130
VA,Charlotte County,2009,Family,Infant,89.5
VA,Charlotte County,2009,Family,Toddler,74
VA,Charlotte County,2009,Family,Preschool,74
VA,Charlotte County,2009,Center,Infant,106
VA,Charlotte County,2009,Center,Toddler,87
VA,Charlotte County,2009,Center,Preschool,87
VA,Charlotte County,2010,Family,Infant,93
VA,Charlotte County,2010,Family,Toddler,76
VA,Charlotte County,2010,Family,Preschool,76
VA,Charlotte County,2010,Center,Infant,110
VA,Charlotte County,2010,Center,Toddler,90
VA,Charlotte County,2010,Center,Preschool,90
VA,Charlotte County,2011,Family,Infant,96.5
VA,Charlotte County,2011,Family,Toddler,78
VA,Charlotte County,2011,Family,Preschool,78
VA,Charlotte County,2011,Center,Infant,114
VA,Charlotte County,2011,Center,Toddler,93
VA,Charlotte County,2011,Center,Preschool,93
VA,Charlotte County,2012,Family,Infant,100
VA,Charlotte County,2012,Family,Toddler,80
VA,Charlotte County,2012,Family,Preschool,80
VA,Charlotte County,2012,Center,Infant,118
VA,Charlotte County,2012,Center,Toddler,96
VA,Charlotte County,2012,Center,Preschool,96
VA,Charlotte County,2013,Family,Infant,100
VA,Charlotte County,2013,Family,Toddler,80
VA,Charlotte County,2013,Family,Preschool,80
VA,Charlotte County,2013,Center,Infant,118.67
VA,Charlotte County,2013,Center,Toddler,97.33
VA,Charlotte County,2013,Center,Preschool,97.33
VA,Charlotte County,2014,Family,Infant,100
VA,Charlotte County,2014,Family,Toddler,80
VA,Charlotte County,2014,Family,Preschool,80
VA,Charlotte County,2014,Center,Infant,119.33
VA,Charlotte County,2014,Center,Toddler,98.67
VA,Charlotte County,2014,Center,Preschool,98.67
VA,Charlotte County,2015,Family,Infant,100
VA,Charlotte County,2015,Family,Toddler,80
VA,Charlotte County,2015,Family,Preschool,80
VA,Charlotte County,2015,Center,Infant,120
VA,Charlotte County,2015,Center,Toddler,100
VA,Charlotte County,2015,Center,Preschool,100
VA,Charlotte County,2016,Family,Infant,108.33
VA,Charlotte County,2016,Family,Toddler,81.67
VA,Charlotte County,2016,Family,Preschool,81.67
VA,Charlotte County,2016,Center,Infant,123.33
VA,Charlotte County,2016,Center,Toddler,100
VA,Charlotte County,2016,Center,Preschool,100
VA,Charlotte County,2017,Family,Infant,116.67
VA,Charlotte County,2017,Family,Toddler,83.33
VA,Charlotte County,2017,Family,Preschool,83.33
VA,Charlotte County,2017,Center,Infant,126.67
VA,Charlotte County,2017,Center,Toddler,100
VA,Charlotte County,2017,Center,Preschool,100
VA,Charlotte County,2018,Family,Infant,125
VA,Charlotte County,2018,Family,Toddler,85
VA,Charlotte County,2018,Family,Preschool,85
VA,Charlotte County,2018,Center,Infant,130
VA,Charlotte County,2018,Center,Toddler,100
VA,Charlotte County,2018,Center,Preschool,100
VA,Chesterfield County,2009,Family,Infant,135
VA,Chesterfield County,2009,Family,Toddler,120
VA,Chesterfield County,2009,Family,Preschool,120
VA,Chesterfield County,2009,Center,Infant,214
VA,Chesterfield County,2009,Center,Toddler,174.5
VA,Chesterfield County,2009,Center,Preschool,174.5
VA,Chesterfield County,2010,Family,Infant,140
VA,Chesterfield County,2010,Family,Toddler,125
VA,Chesterfield County,2010,Family,Preschool,125
VA,Chesterfield County,2010,Center,Infant,219
VA,Chesterfield County,2010,Center,Toddler,173
VA,Chesterfield County,2010,Center,Preschool,173
VA,Chesterfield County,2011,Family,Infant,145
VA,Chesterfield County,2011,Family,Toddler,130
VA,Chesterfield County,2011,Family,Preschool,130
VA,Chesterfield County,2011,Center,Infant,224
VA,Chesterfield County,2011,Center,Toddler,171.5
VA,Chesterfield County,2011,Center,Preschool,171.5
VA,Chesterfield County,2012,Family,Infant,150
VA,Chesterfield County,2012,Family,Toddler,135
VA,Chesterfield County,2012,Family,Preschool,135
VA,Chesterfield County,2012,Center,Infant,229
VA,Chesterfield County,2012,Center,Toddler,170
VA,Chesterfield County,2012,Center,Preschool,170
VA,Chesterfield County,2013,Family,Infant,153.33
VA,Chesterfield County,2013,Family,Toddler,136.67
VA,Chesterfield County,2013,Family,Preschool,136.67
VA,Chesterfield County,2013,Center,Infant,234.33
VA,Chesterfield County,2013,Center,Toddler,173.33
VA,Chesterfield County,2013,Center,Preschool,173.33
VA,Chesterfield County,2014,Family,Infant,156.67
VA,Chesterfield County,2014,Family,Toddler,138.33
VA,Chesterfield County,2014,Family,Preschool,138.33
VA,Chesterfield County,2014,Center,Infant,239.67
VA,Chesterfield County,2014,Center,Toddler,176.67
VA,Chesterfield County,2014,Center,Preschool,176.67
VA,Chesterfield County,2015,Family,Infant,160
VA,Chesterfield County,2015,Family,Toddler,140
VA,Chesterfield County,2015,Family,Preschool,140
VA,Chesterfield County,2015,Center,Infant,245
VA,Chesterfield County,2015,Center,Toddler,180
VA,Chesterfield County,2015,Center,Preschool,180
VA,Chesterfield County,2016,Family,Infant,156.67
VA,Chesterfield County,2016,Family,Toddler,138.33
VA,Chesterfield County,2016,Family,Preschool,138.33
VA,Chesterfield County,2016,Center,Infant,251.67
VA,Chesterfield County,2016,Center,Toddler,186.67
VA,Chesterfield County,2016,Center,Preschool,186.67
VA,Chesterfield County,2017,Family,Infant,153.33
VA,Chesterfield County,2017,Family,Toddler,136.67
VA,Chesterfield County,2017,Family,Preschool,136.67
VA,Chesterfield County,2017,Center,Infant,258.33
VA,Chesterfield County,2017,Center,Toddler,193.33
VA,Chesterfield County,2017,Center,Preschool,193.33
VA,Chesterfield County,2018,Family,Infant,150
VA,Chesterfield County,2018,Family,Toddler,135
VA,Chesterfield County,2018,Family,Preschool,135
VA,Chesterfield County,2018,Center,Infant,265
VA,Chesterfield County,2018,Center,Toddler,200
VA,Chesterfield County,2018,Center,Preschool,200
VA,Clarke County,2009,Family,Infant,125
VA,Clarke County,2009,Family,Toddler,100
VA,Clarke County,2009,Family,Preschool,100
VA,Clarke County,2009,Center,Infant,170.5
VA,Clarke County,2009,Center,Toddler,154.5
VA,Clarke County,2009,Center,Preschool,154.5
VA,Clarke County,2010,Family,Infant,125
VA,Clarke County,2010,Family,Toddler,100
VA,Clarke County,2010,Family,Preschool,100
VA,Clarke County,2010,Center,Infant,167
VA,Clarke County,2010,Center,Toddler,143
VA,Clarke County,2010,Center,Preschool,143
VA,Clarke County,2011,Family,Infant,125
VA,Clarke County,2011,Family,Toddler,100
VA,Clarke County,2011,Family,Preschool,100
VA,Clarke County,2011,Center,Infant,163.5
VA,Clarke County,2011,Center,Toddler,131.5
VA,Clarke County,2011,Center,Preschool,131.5
VA,Clarke County,2012,Family,Infant,125
VA,Clarke County,2012,Family,Toddler,100
VA,Clarke County,2012,Family,Preschool,100
VA,Clarke County,2012,Center,Infant,160
VA,Clarke County,2012,Center,Toddler,120
VA,Clarke County,2012,Center,Preschool,120
VA,Clarke County,2013,Family,Infant,126.67
VA,Clarke County,2013,Family,Toddler,108.33
VA,Clarke County,2013,Family,Preschool,108.33
VA,Clarke County,2013,Center,Infant,165
VA,Clarke County,2013,Center,Toddler,126.67
VA,Clarke County,2013,Center,Preschool,126.67
VA,Clarke County,2014,Family,Infant,128.33
VA,Clarke County,2014,Family,Toddler,116.67
VA,Clarke County,2014,Family,Preschool,116.67
VA,Clarke County,2014,Center,Infant,170
VA,Clarke County,2014,Center,Toddler,133.33
VA,Clarke County,2014,Center,Preschool,133.33
VA,Clarke County,2015,Family,Infant,130
VA,Clarke County,2015,Family,Toddler,125
VA,Clarke County,2015,Family,Preschool,125
VA,Clarke County,2015,Center,Infant,175
VA,Clarke County,2015,Center,Toddler,140
VA,Clarke County,2015,Center,Preschool,140
VA,Clarke County,2016,Family,Infant,131.67
VA,Clarke County,2016,Family,Toddler,125
VA,Clarke County,2016,Family,Preschool,125
VA,Clarke County,2016,Center,Infant,180
VA,Clarke County,2016,Center,Toddler,143.33
VA,Clarke County,2016,Center,Preschool,143.33
VA,Clarke County,2017,Family,Infant,133.33
VA,Clarke County,2017,Family,Toddler,125
VA,Clarke County,2017,Family,Preschool,125
VA,Clarke County,2017,Center,Infant,185
VA,Clarke County,2017,Center,Toddler,146.67
VA,Clarke County,2017,Center,Preschool,146.67
VA,Clarke County,2018,Family,Infant,135
VA,Clarke County,2018,Family,Toddler,125
VA,Clarke County,2018,Family,Preschool,125
VA,Clarke County,2018,Center,Infant,190
VA,Clarke County,2018,Center,Toddler,150
VA,Clarke County,2018,Center,Preschool,150
VA,Craig County,2009,Family,Infant,72
VA,Craig County,2009,Family,Toddler,60
VA,Craig County,2009,Family,Preschool,60
VA,Craig County,2009,Center,Infant,108
VA,Craig County,2009,Center,Toddler,91
VA,Craig County,2009,Center,Preschool,91
VA,Craig County,2010,Family,Infant,78
VA,Craig County,2010,Family,Toddler,65
VA,Craig County,2010,Family,Preschool,65
VA,Craig County,2010,Center,Infant,112
VA,Craig County,2010,Center,Toddler,94
VA,Craig County,2010,Center,Preschool,94
VA,Craig County,2011,Family,Infant,84
VA,Craig County,2011,Family,Toddler,70
VA,Craig County,2011,Family,Preschool,70
VA,Craig County,2011,Center,Infant,116
VA,Craig County,2011,Center,Toddler,97
VA,Craig County,2011,Center,Preschool,97
VA,Craig County,2012,Family,Infant,90
VA,Craig County,2012,Family,Toddler,75
VA,Craig County,2012,Family,Preschool,75
VA,Craig County,2012,Center,Infant,120
VA,Craig County,2012,Center,Toddler,100
VA,Craig County,2012,Center,Preschool,100
VA,Craig County,2013,Family,Infant,93.33
VA,Craig County,2013,Family,Toddler,78.33
VA,Craig County,2013,Family,Preschool,78.33
VA,Craig County,2013,Center,Infant,125
VA,Craig County,2013,Center,Toddler,100
VA,Craig County,2013,Center,Preschool,100
VA,Craig County,2014,Family,Infant,96.67
VA,Craig County,2014,Family,Toddler,81.67
VA,Craig County,2014,Family,Preschool,81.67
VA,Craig County,2014,Center,Infant,130
VA,Craig County,2014,Center,Toddler,100
VA,Craig County,2014,Center,Preschool,100
VA,Craig County,2015,Family,Infant,100
VA,Craig County,2015,Family,Toddler,85
VA,Craig County,2015,Family,Preschool,85
VA,Craig County,2015,Center,Infant,135
VA,Craig County,2015,Center,Toddler,100
VA,Craig County,2015,Center,Preschool,100
VA,Craig County,2016,Family,Infant,100
VA,Craig County,2016,Family,Toddler,81.67
VA,Craig County,2016,Family,Preschool,81.67
VA,Craig County,2016,Center,Infant,136.67
VA,Craig County,2016,Center,Toddler,105
VA,Craig County,2016,Center,Preschool,105
VA,Craig County,2017,Family,Infant,100
VA,Craig County,2017,Family,Toddler,78.33
VA,Craig County,2017,Family,Preschool,78.33
VA,Craig County,2017,Center,Infant,138.33
VA,Craig County,2017,Center,Toddler,110
VA,Craig County,2017,Center,Preschool,110
VA,Craig County,2018,Family,Infant,100
VA,Craig County,2018,Family,Toddler,75
VA,Craig County,2018,Family,Preschool,75
VA,Craig County,2018,Center,Infant,140
VA,Craig County,2018,Center,Toddler,115
VA,Craig County,2018,Center,Preschool,115
VA,Culpeper County,2009,Family,Infant,150
VA,Culpeper County,2009,Family,Toddler,125
VA,Culpeper County,2009,Family,Preschool,125
VA,Culpeper County,2009,Center,Infant,175
VA,Culpeper County,2009,Center,Toddler,84.5
VA,Culpeper County,2009,Center,Preschool,84.5
VA,Culpeper County,2010,Family,Infant,150
VA,Culpeper County,2010,Family,Toddler,125
VA,Culpeper County,2010,Family,Preschool,125
VA,Culpeper County,2010,Center,Infant,180
VA,Culpeper County,2010,Center,Toddler,100
VA,Culpeper County,2010,Center,Preschool,100
VA,Culpeper County,2011,Family,Infant,150
VA,Culpeper County,2011,Family,Toddler,125
VA,Culpeper County,2011,Family,Preschool,125
VA,Culpeper County,2011,Center,Infant,185
VA,Culpeper County,2011,Center,Toddler,115.5
VA,Culpeper County,2011,Center,Preschool,115.5
VA,Culpeper County,2012,Family,Infant,150
VA,Culpeper County,2012,Family,Toddler,125
VA,Culpeper County,2012,Family,Preschool,125
VA,Culpeper County,2012,Center,Infant,190
VA,Culpeper County,2012,Center,Toddler,131
VA,Culpeper County,2012,Center,Preschool,131
VA,Culpeper County,2013,Family,Infant,153.33
VA,Culpeper County,2013,Family,Toddler,131.67
VA,Culpeper County,2013,Family,Preschool,131.67
VA,Culpeper County,2013,Center,Infant,195
VA,Culpeper County,2013,Center,Toddler,140.67
VA,Culpeper County,2013,Center,Preschool,140.67
VA,Culpeper County,2014,Family,Infant,156.67
VA,Culpeper County,2014,Family,Toddler,138.33
VA,Culpeper County,2014,Family,Preschool,138.33
VA,Culpeper County,2014,Center,Infant,200
VA,Culpeper County,2014,Center,Toddler,150.33
VA,Culpeper County,2014,Center,Preschool,150.33
VA,Culpeper County,2015,Family,Infant,160
VA,Culpeper County,2015,Family,Toddler,145
VA,Culpeper County,2015,Family,Preschool,145
VA,Culpeper County,2015,Center,Infant,205
VA,Culpeper County,2015,Center,Toddler,160
VA,Culpeper County,2015,Center,Preschool,160
VA,Culpeper County,2016,Family,Infant,160
VA,Culpeper County,2016,Family,Toddler,145
VA,Culpeper County,2016,Family,Preschool,145
VA,Culpeper County,2016,Center,Infant,200
VA,Culpeper County,2016,Center,Toddler,160
VA,Culpeper County,2016,Center,Preschool,160
VA,Culpeper County,2017,Family,Infant,160
VA,Culpeper County,2017,Family,Toddler,145
VA,Culpeper County,2017,Family,Preschool,145
VA,Culpeper County,2017,Center,Infant,195
VA,Culpeper County,2017,Center,Toddler,160
VA,Culpeper County,2017,Center,Preschool,160
VA,Culpeper County,2018,Family,Infant,160
VA,Culpeper County,2018,Family,Toddler,145
VA,Culpeper County,2018,Family,Preschool,145
VA,Culpeper County,2018,Center,Infant,190
VA,Culpeper County,2018,Center,Toddler,160
VA,Culpeper County,2018,Center,Preschool,160
VA,Cumberland County,2009,Family,Infant,89.5
VA,Cumberland County,2009,Family,Toddler,74
VA,Cumberland County,2009,Family,Preschool,74
VA,Cumberland County,2009,Center,Infant,106
VA,Cumberland County,2009,Center,Toddler,87
VA,Cumberland County,2009,Center,Preschool,87
VA,Cumberland County,2010,Family,Infant,93
VA,Cumberland County,2010,Family,Toddler,76
VA,Cumberland County,2010,Family,Preschool,76
VA,Cumberland County,2010,Center,Infant,110
VA,Cumberland County,2010,Center,Toddler,90
VA,Cumberland County,2010,Center,Preschool,90
VA,Cumberland County,2011,Family,Infant,96.5
VA,Cumberland County,2011,Family,Toddler,78
VA,Cumberland County,2011,Family,Preschool,78
VA,Cumberland County,2011,Center,Infant,114
VA,Cumberland County,2011,Center,Toddler,93
VA,Cumberland County,2011,Center,Preschool,93
VA,Cumberland County,2012,Family,Infant,100
VA,Cumberland County,2012,Family,Toddler,80
VA,Cumberland County,2012,Family,Preschool,80
VA,Cumberland County,2012,Center,Infant,118
VA,Cumberland County,2012,Center,Toddler,96
VA,Cumberland County,2012,Center,Preschool,96
VA,Cumberland County,2013,Family,Infant,100
VA,Cumberland County,2013,Family,Toddler,80
VA,Cumberland County,2013,Family,Preschool,80
VA,Cumberland County,2013,Center,Infant,118.67
VA,Cumberland County,2013,Center,Toddler,97.33
VA,Cumberland County,2013,Center,Preschool,97.33
VA,Cumberland County,2014,Family,Infant,100
VA,Cumberland County,2014,Family,Toddler,80
VA,Cumberland County,2014,Family,Preschool,80
VA,Cumberland County,2014,Center,Infant,119.33
VA,Cumberland County,2014,Center,Toddler,98.67
VA,Cumberland County,2014,Center,Preschool,98.67
VA,Cumberland County,2015,Family,Infant,100
VA,Cumberland County,2015,Family,Toddler,80
VA,Cumberland County,2015,Family,Preschool,80
VA,Cumberland County,2015,Center,Infant,120
VA,Cumberland County,2015,Center,Toddler,100
VA,Cumberland County,2015,Center,Preschool,100
VA,Cumberland County,2016,Family,Infant,108.33
VA,Cumberland County,2016,Family,Toddler,81.67
VA,Cumberland County,2016,Family,Preschool,81.67
VA,Cumberland County,2016,Center,Infant,123.33
VA,Cumberland County,2016,Center,Toddler,100
VA,Cumberland County,2016,Center,Preschool,100
VA,Cumberland County,2017,Family,Infant,116.67
VA,Cumberland County,2017,Family,Toddler,83.33
VA,Cumberland County,2017,Family,Preschool,83.33
VA,Cumberland County,2017,Center,Infant,126.67
VA,Cumberland County,2017,Center,Toddler,100
VA,Cumberland County,2017,Center,Preschool,100
VA,Cumberland County,2018,Family,Infant,125
VA,Cumberland County,2018,Family,Toddler,85
VA,Cumberland County,2018,Family,Preschool,85
VA,Cumberland County,2018,Center,Infant,130
VA,Cumberland County,2018,Center,Toddler,100
VA,Cumberland County,2018,Center,Preschool,100
VA,Dickenson County,2009,Family,Infant,75
VA,Dickenson County,2009,Family,Toddler,75
VA,Dickenson County,2009,Family,Preschool,75
VA,Dickenson County,2009,Center,Infant,104
VA,Dickenson County,2009,Center,Toddler,88.5
VA,Dickenson County,2009,Center,Preschool,88.5
VA,Dickenson County,2010,Family,Infant,75
VA,Dickenson County,2010,Family,Toddler,75
VA,Dickenson County,2010,Family,Preschool,75
VA,Dickenson County,2010,Center,Infant,103
VA,Dickenson County,2010,Center,Toddler,90
VA,Dickenson County,2010,Center,Preschool,90
VA,Dickenson County,2011,Family,Infant,75
VA,Dickenson County,2011,Family,Toddler,75
VA,Dickenson County,2011,Family,Preschool,75
VA,Dickenson County,2011,Center,Infant,102
VA,Dickenson County,2011,Center,Toddler,91.5
VA,Dickenson County,2011,Center,Preschool,91.5
VA,Dickenson County,2012,Family,Infant,75
VA,Dickenson County,2012,Family,Toddler,75
VA,Dickenson County,2012,Family,Preschool,75
VA,Dickenson County,2012,Center,Infant,101
VA,Dickenson County,2012,Center,Toddler,93
VA,Dickenson County,2012,Center,Preschool,93
VA,Dickenson County,2013,Family,Infant,83.33
VA,Dickenson County,2013,Family,Toddler,78.33
VA,Dickenson County,2013,Family,Preschool,78.33
VA,Dickenson County,2013,Center,Infant,104
VA,Dickenson County,2013,Center,Toddler,95.33
VA,Dickenson County,2013,Center,Preschool,95.33
VA,Dickenson County,2014,Family,Infant,91.67
VA,Dickenson County,2014,Family,Toddler,81.67
VA,Dickenson County,2014,Family,Preschool,81.67
VA,Dickenson County,2014,Center,Infant,107
VA,Dickenson County,2014,Center,Toddler,97.67
VA,Dickenson County,2014,Center,Preschool,97.67
VA,Dickenson County,2015,Family,Infant,100
VA,Dickenson County,2015,Family,Toddler,85
VA,Dickenson County,2015,Family,Preschool,85
VA,Dickenson County,2015,Center,Infant,110
VA,Dickenson County,2015,Center,Toddler,100
VA,Dickenson County,2015,Center,Preschool,100
VA,Dickenson County,2016,Family,Infant,100
VA,Dickenson County,2016,Family,Toddler,86.67
VA,Dickenson County,2016,Family,Preschool,86.67
VA,Dickenson County,2016,Center,Infant,111.67
VA,Dickenson County,2016,Center,Toddler,100
VA,Dickenson County,2016,Center,Preschool,100
VA,Dickenson County,2017,Family,Infant,100
VA,Dickenson County,2017,Family,Toddler,88.33
VA,Dickenson County,2017,Family,Preschool,88.33
VA,Dickenson County,2017,Center,Infant,113.33
VA,Dickenson County,2017,Center,Toddler,100
VA,Dickenson County,2017,Center,Preschool,100
VA,Dickenson County,2018,Family,Infant,100
VA,Dickenson County,2018,Family,Toddler,90
VA,Dickenson County,2018,Family,Preschool,90
VA,Dickenson County,2018,Center,Infant,115
VA,Dickenson County,2018,Center,Toddler,100
VA,Dickenson County,2018,Center,Preschool,100
VA,Dinwiddie County,2009,Family,Infant,85
VA,Dinwiddie County,2009,Family,Toddler,95.5
VA,Dinwiddie County,2009,Family,Preschool,95.5
VA,Dinwiddie County,2009,Center,Infant,128.5
VA,Dinwiddie County,2009,Center,Toddler,98.5
VA,Dinwiddie County,2009,Center,Preschool,98.5
VA,Dinwiddie County,2010,Family,Infant,100
VA,Dinwiddie County,2010,Family,Toddler,93
VA,Dinwiddie County,2010,Family,Preschool,93
VA,Dinwiddie County,2010,Center,Infant,133
VA,Dinwiddie County,2010,Center,Toddler,103
VA,Dinwiddie County,2010,Center,Preschool,103
VA,Dinwiddie County,2011,Family,Infant,115
VA,Dinwiddie County,2011,Family,Toddler,90.5
VA,Dinwiddie County,2011,Family,Preschool,90.5
VA,Dinwiddie County,2011,Center,Infant,137.5
VA,Dinwiddie County,2011,Center,Toddler,107.5
VA,Dinwiddie County,2011,Center,Preschool,107.5
VA,Dinwiddie County,2012,Family,Infant,130
VA,Dinwiddie County,2012,Family,Toddler,88
VA,Dinwiddie County,2012,Family,Preschool,88
VA,Dinwiddie County,2012,Center,Infant,142
VA,Dinwiddie County,2012,Center,Toddler,112
VA,Dinwiddie County,2012,Center,Preschool,112
VA,Dinwiddie County,2013,Family,Infant,130
VA,Dinwiddie County,2013,Family,Toddler,92
VA,Dinwiddie County,2013,Family,Preschool,92
VA,Dinwiddie County,2013,Center,Infant,146.33
VA,Dinwiddie County,2013,Center,Toddler,114.67
VA,Dinwiddie County,2013,Center,Preschool,114.67
VA,Dinwiddie County,2014,Family,Infant,130
VA,Dinwiddie County,2014,Family,Toddler,96
VA,Dinwiddie County,2014,Family,Preschool,96
VA,Dinwiddie County,2014,Center,Infant,150.67
VA,Dinwiddie County,2014,Center,Toddler,117.33
VA,Dinwiddie County,2014,Center,Preschool,117.33
VA,Dinwiddie County,2015,Family,Infant,130
VA,Dinwiddie County,2015,Family,Toddler,100
VA,Dinwiddie County,2015,Family,Preschool,100
VA,Dinwiddie County,2015,Center,Infant,155
VA,Dinwiddie County,2015,Center,Toddler,120
VA,Dinwiddie County,2015,Center,Preschool,120
VA,Dinwiddie County,2016,Family,Infant,131.67
VA,Dinwiddie County,2016,Family,Toddler,105
VA,Dinwiddie County,2016,Family,Preschool,105
VA,Dinwiddie County,2016,Center,Infant,160
VA,Dinwiddie County,2016,Center,Toddler,123.33
VA,Dinwiddie County,2016,Center,Preschool,123.33
VA,Dinwiddie County,2017,Family,Infant,133.33
VA,Dinwiddie County,2017,Family,Toddler,110
VA,Dinwiddie County,2017,Family,Preschool,110
VA,Dinwiddie County,2017,Center,Infant,165
VA,Dinwiddie County,2017,Center,Toddler,126.67
VA,Dinwiddie County,2017,Center,Preschool,126.67
VA,Dinwiddie County,2018,Family,Infant,135
VA,Dinwiddie County,2018,Family,Toddler,115
VA,Dinwiddie County,2018,Family,Preschool,115
VA,Dinwiddie County,2018,Center,Infant,170
VA,Dinwiddie County,2018,Center,Toddler,130
VA,Dinwiddie County,2018,Center,Preschool,130
VA,Essex County,2009,Family,Infant,97.5
VA,Essex County,2009,Family,Toddler,89.5
VA,Essex County,2009,Family,Preschool,89.5
VA,Essex County,2009,Center,Infant,128.5
VA,Essex County,2009,Center,Toddler,98.5
VA,Essex County,2009,Center,Preschool,98.5
VA,Essex County,2010,Family,Infant,100
VA,Essex County,2010,Family,Toddler,93
VA,Essex County,2010,Family,Preschool,93
VA,Essex County,2010,Center,Infant,133
VA,Essex County,2010,Center,Toddler,103
VA,Essex County,2010,Center,Preschool,103
VA,Essex County,2011,Family,Infant,102.5
VA,Essex County,2011,Family,Toddler,96.5
VA,Essex County,2011,Family,Preschool,96.5
VA,Essex County,2011,Center,Infant,137.5
VA,Essex County,2011,Center,Toddler,107.5
VA,Essex County,2011,Center,Preschool,107.5
VA,Essex County,2012,Family,Infant,105
VA,Essex County,2012,Family,Toddler,100
VA,Essex County,2012,Family,Preschool,100
VA,Essex County,2012,Center,Infant,142
VA,Essex County,2012,Center,Toddler,112
VA,Essex County,2012,Center,Preschool,112
VA,Essex County,2013,Family,Infant,111.67
VA,Essex County,2013,Family,Toddler,100
VA,Essex County,2013,Family,Preschool,100
VA,Essex County,2013,Center,Infant,146.33
VA,Essex County,2013,Center,Toddler,114.67
VA,Essex County,2013,Center,Preschool,114.67
VA,Essex County,2014,Family,Infant,118.33
VA,Essex County,2014,Family,Toddler,100
VA,Essex County,2014,Family,Preschool,100
VA,Essex County,2014,Center,Infant,150.67
VA,Essex County,2014,Center,Toddler,117.33
VA,Essex County,2014,Center,Preschool,117.33
VA,Essex County,2015,Family,Infant,125
VA,Essex County,2015,Family,Toddler,100
VA,Essex County,2015,Family,Preschool,100
VA,Essex County,2015,Center,Infant,155
VA,Essex County,2015,Center,Toddler,120
VA,Essex County,2015,Center,Preschool,120
VA,Essex County,2016,Family,Infant,128.33
VA,Essex County,2016,Family,Toddler,105
VA,Essex County,2016,Family,Preschool,105
VA,Essex County,2016,Center,Infant,160
VA,Essex County,2016,Center,Toddler,123.33
VA,Essex County,2016,Center,Preschool,123.33
VA,Essex County,2017,Family,Infant,131.67
VA,Essex County,2017,Family,Toddler,110
VA,Essex County,2017,Family,Preschool,110
VA,Essex County,2017,Center,Infant,165
VA,Essex County,2017,Center,Toddler,126.67
VA,Essex County,2017,Center,Preschool,126.67
VA,Essex County,2018,Family,Infant,135
VA,Essex County,2018,Family,Toddler,115
VA,Essex County,2018,Family,Preschool,115
VA,Essex County,2018,Center,Infant,170
VA,Essex County,2018,Center,Toddler,130
VA,Essex County,2018,Center,Preschool,130
VA,Fairfax County,2009,Family,Infant,190
VA,Fairfax County,2009,Family,Toddler,185
VA,Fairfax County,2009,Family,Preschool,185
VA,Fairfax County,2009,Center,Infant,302
VA,Fairfax County,2009,Center,Toddler,245.5
VA,Fairfax County,2009,Center,Preschool,245.5
VA,Fairfax County,2010,Family,Infant,200
VA,Fairfax County,2010,Family,Toddler,185
VA,Fairfax County,2010,Family,Preschool,185
VA,Fairfax County,2010,Center,Infant,306
VA,Fairfax County,2010,Center,Toddler,252
VA,Fairfax County,2010,Center,Preschool,252
VA,Fairfax County,2011,Family,Infant,210
VA,Fairfax County,2011,Family,Toddler,185
VA,Fairfax County,2011,Family,Preschool,185
VA,Fairfax County,2011,Center,Infant,310
VA,Fairfax County,2011,Center,Toddler,258.5
VA,Fairfax County,2011,Center,Preschool,258.5
VA,Fairfax County,2012,Family,Infant,220
VA,Fairfax County,2012,Family,Toddler,185
VA,Fairfax County,2012,Family,Preschool,185
VA,Fairfax County,2012,Center,Infant,314
VA,Fairfax County,2012,Center,Toddler,265
VA,Fairfax County,2012,Center,Preschool,265
VA,Fairfax County,2013,Family,Infant,230
VA,Fairfax County,2013,Family,Toddler,190
VA,Fairfax County,2013,Family,Preschool,190
VA,Fairfax County,2013,Center,Infant,322.67
VA,Fairfax County,2013,Center,Toddler,273.33
VA,Fairfax County,2013,Center,Preschool,273.33
VA,Fairfax County,2014,Family,Infant,240
VA,Fairfax County,2014,Family,Toddler,195
VA,Fairfax County,2014,Family,Preschool,195
VA,Fairfax County,2014,Center,Infant,331.33
VA,Fairfax County,2014,Center,Toddler,281.67
VA,Fairfax County,2014,Center,Preschool,281.67
VA,Fairfax County,2015,Family,Infant,250
VA,Fairfax County,2015,Family,Toddler,200
VA,Fairfax County,2015,Family,Preschool,200
VA,Fairfax County,2015,Center,Infant,340
VA,Fairfax County,2015,Center,Toddler,290
VA,Fairfax County,2015,Center,Preschool,290
VA,Fairfax County,2016,Family,Infant,250
VA,Fairfax County,2016,Family,Toddler,206.67
VA,Fairfax County,2016,Family,Preschool,206.67
VA,Fairfax County,2016,Center,Infant,351.67
VA,Fairfax County,2016,Center,Toddler,298.33
VA,Fairfax County,2016,Center,Preschool,298.33
VA,Fairfax County,2017,Family,Infant,250
VA,Fairfax County,2017,Family,Toddler,213.33
VA,Fairfax County,2017,Family,Preschool,213.33
