state_abbreviation,county_name,study_year,center_type,development_stage,median_weekly_childcare_cost
VA,Bland County,2012,Family,Preschool,75
VA,Bland County,2012,Center,Infant,101
VA,Bland County,2012,Center,Toddler,93
VA,Bland County,2012,Center,Preschool,93
VA,Bland County,2013,Family,Infant,80
VA,Bland County,2013,Family,Toddler,78.33
VA,Bland County,2013,Family,Preschool,78.33
VA,Bland County,2013,Center,Infant,104
VA,Bland County,2013,Center,Toddler,95.33
VA,Bland County,2013,Center,Preschool,95.33
VA,Bland County,2014,Family,Infant,85
VA,Bland County,2014,Family,Toddler,81.67
VA,Bland County,2014,Family,Preschool,81.67
VA,Bland County,2014,Center,Infant,107
VA,Bland County,2014,Center,Toddler,97.67
VA,Bland County,2014,Center,Preschool,97.67
VA,Bland County,2015,Family,Infant,90
VA,Bland County,2015,Family,Toddler,85
VA,Bland County,2015,Family,Preschool,85
VA,Bland County,2015,Center,Infant,110
VA,Bland County,2015,Center,Toddler,100
VA,Bland County,2015,Center,Preschool,100
VA,Bland County,2016,Family,Infant,93.33
VA,Bland County,2016,Family,Toddler,86.67
VA,Bland County,2016,Family,Preschool,86.67
VA,Bland County,2016,Center,Infant,111.67
VA,Bland County,2016,Center,Toddler,100
VA,Bland County,2016,Center,Preschool,100
VA,Bland County,2017,Family,Infant,96.67
VA,Bland County,2017,Family,Toddler,88.33
VA,Bland County,2017,Family,Preschool,88.33
VA,Bland County,2017,Center,Infant,113.33
VA,Bland County,2017,Center,Toddler,100
VA,Bland County,2017,Center,Preschool,100
VA,Bland County,2018,Family,Infant,100
VA,Bland County,2018,Family,Toddler,90
VA,Bland County,2018,Family,Preschool,90
VA,Bland County,2018,Center,Infant,115
VA,Bland County,2018,Center,Toddler,100
VA,Bland County,2018,Center,Preschool,100
VA,Botetourt County,2009,Family,Infant,142.5
VA,Botetourt County,2009,Family,Toddler,112.5
VA,Botetourt County,2009,Family,Preschool,112.5
VA,Botetourt County,2009,Center,Infant,108
VA,Botetourt County,2009,Center,Toddler,90
VA,Botetourt County,2009,Center,Preschool,90
VA,Botetourt County,2010,Family,Infant,125
VA,Botetourt County,2010,Family,Toddler,100
VA,Botetourt County,2010,Family,Preschool,100
VA,Botetourt County,2010,Center,Infant,112
VA,Botetourt County,2010,Center,Toddler,95
VA,Botetourt County,2010,Center,Preschool,95
VA,Botetourt County,2011,Family,Infant,107.5
VA,Botetourt County,2011,Family,Toddler,87.5
VA,Botetourt County,2011,Family,Preschool,87.5
VA,Botetourt County,2011,Center,Infant,116
VA,Botetourt County,2011,Center,Toddler,100
VA,Botetourt County,2011,Center,Preschool,100
VA,Botetourt County,2012,Family,Infant,90
VA,Botetourt County,2012,Family,Toddler,75
VA,Botetourt County,2012,Family,Preschool,75
VA,Botetourt County,2012,Center,Infant,120
VA,Botetourt County,2012,Center,Toddler,105
VA,Botetourt County,2012,Center,Preschool,105
VA,Botetourt County,2013,Family,Infant,93.33
VA,Botetourt County,2013,Family,Toddler,83.33
VA,Botetourt County,2013,Family,Preschool,83.33
VA,Botetourt County,2013,Center,Infant,125
VA,Botetourt County,2013,Center,Toddler,110
VA,Botetourt County,2013,Center,Preschool,110
VA,Botetourt County,2014,Family,Infant,96.67
VA,Botetourt County,2014,Family,Toddler,91.67
VA,Botetourt County,2014,Family,Preschool,91.67
VA,Botetourt County,2014,Center,Infant,130
VA,Botetourt County,2014,Center,Toddler,115
VA,Botetourt County,2014,Center,Preschool,115
VA,Botetourt County,2015,Family,Infant,100
VA,Botetourt County,2015,Family,Toddler,100
VA,Botetourt County,2015,Family,Preschool,100
VA,Botetourt County,2015,Center,Infant,135
VA,Botetourt County,2015,Center,Toddler,120
VA,Botetourt County,2015,Center,Preschool,120
VA,Botetourt County,2016,Family,Infant,100
VA,Botetourt County,2016,Family,Toddler,100
VA,Botetourt County,2016,Family,Preschool,100
VA,Botetourt County,2016,Center,Infant,136.67
VA,Botetourt County,2016,Center,Toddler,121.67
VA,Botetourt County,2016,Center,Preschool,121.67
VA,Botetourt County,2017,Family,Infant,100
VA,Botetourt County,2017,Family,Toddler,100
VA,Botetourt County,2017,Family,Preschool,100
VA,Botetourt County,2017,Center,Infant,138.33
VA,Botetourt County,2017,Center,Toddler,123.33
VA,Botetourt County,2017,Center,Preschool,123.33
VA,Botetourt County,2018,Family,Infant,100
VA,Botetourt County,2018,Family,Toddler,100
VA,Botetourt County,2018,Family,Preschool,100
VA,Botetourt County,2018,Center,Infant,140
VA,Botetourt County,2018,Center,Toddler,125
VA,Botetourt County,2018,Center,Preschool,125
VA,Brunswick County,2009,Family,Infant,89.5
VA,Brunswick County,2009,Family,Toddler,74
VA,Brunswick County,2009,Family,Preschool,74
VA,Brunswick County,2009,Center,Infant,106
VA,Brunswick County,2009,Center,Toddler,57
VA,Brunswick County,2009,Center,Preschool,57
VA,Brunswick County,2010,Family,Infant,93
VA,Brunswick County,2010,Family,Toddler,76
VA,Brunswick County,2010,Family,Preschool,76
VA,Brunswick County,2010,Center,Infant,110
VA,Brunswick County,2010,Center,Toddler,70
VA,Brunswick County,2010,Center,Preschool,70
VA,Brunswick County,2011,Family,Infant,96.5
VA,Brunswick County,2011,Family,Toddler,78
VA,Brunswick County,2011,Family,Preschool,78
VA,Brunswick County,2011,Center,Infant,114
VA,Brunswick County,2011,Center,Toddler,83
VA,Brunswick County,2011,Center,Preschool,83
VA,Brunswick County,2012,Family,Infant,100
VA,Brunswick County,2012,Family,Toddler,80
VA,Brunswick County,2012,Family,Preschool,80
VA,Brunswick County,2012,Center,Infant,118
VA,Brunswick County,2012,Center,Toddler,96
VA,Brunswick County,2012,Center,Preschool,96
VA,Brunswick County,2013,Family,Infant,100
VA,Brunswick County,2013,Family,Toddler,80
VA,Brunswick County,2013,Family,Preschool,80
VA,Brunswick County,2013,Center,Infant,118.67
VA,Brunswick County,2013,Center,Toddler,97.33
VA,Brunswick County,2013,Center,Preschool,97.33
VA,Brunswick County,2014,Family,Infant,100
VA,Brunswick County,2014,Family,Toddler,80
VA,Brunswick County,2014,Family,Preschool,80
VA,Brunswick County,2014,Center,Infant,119.33
VA,Brunswick County,2014,Center,Toddler,98.67
VA,Brunswick County,2014,Center,Preschool,98.67
VA,Brunswick County,2015,Family,Infant,100
VA,Brunswick County,2015,Family,Toddler,80
VA,Brunswick County,2015,Family,Preschool,80
VA,Brunswick County,2015,Center,Infant,120
VA,Brunswick County,2015,Center,Toddler,100
VA,Brunswick County,2015,Center,Preschool,100
VA,Brunswick County,2016,Family,Infant,108.33
VA,Brunswick County,2016,Family,Toddler,81.67
VA,Brunswick County,2016,Family,Preschool,81.67
VA,Brunswick County,2016,Center,Infant,123.33
VA,Brunswick County,2016,Center,Toddler,100
VA,Brunswick County,2016,Center,Preschool,100
VA,Brunswick County,2017,Family,Infant,116.67
VA,Brunswick County,2017,Family,Toddler,83.33
VA,Brunswick County,2017,Family,Preschool,83.33
VA,Brunswick County,2017,Center,Infant,126.67
VA,Brunswick County,2017,Center,Toddler,100
VA,Brunswick County,2017,Center,Preschool,100
VA,Brunswick County,2018,Family,Infant,125
VA,Brunswick County,2018,Family,Toddler,85
VA,Brunswick County,2018,Family,Preschool,85
VA,Brunswick County,2018,Center,Infant,130
VA,Brunswick County,2018,Center,Toddler,100
VA,Brunswick County,2018,Center,Preschool,100
VA,Buchanan County,2009,Family,Infant,75
VA,Buchanan County,2009,Family,Toddler,75
VA,Buchanan County,2009,Family,Preschool,75
VA,Buchanan County,2009,Center,Infant,104
VA,Buchanan County,2009,Center,Toddler,88.5
VA,Buchanan County,2009,Center,Preschool,88.5
VA,Buchanan County,2010,Family,Infant,75
VA,Buchanan County,2010,Family,Toddler,75
VA,Buchanan County,2010,Family,Preschool,75
VA,Buchanan County,2010,Center,Infant,103
VA,Buchanan County,2010,Center,Toddler,90
VA,Buchanan County,2010,Center,Preschool,90
VA,Buchanan County,2011,Family,Infant,75
VA,Buchanan County,2011,Family,Toddler,75
VA,Buchanan County,2011,Family,Preschool,75
VA,Buchanan County,2011,Center,Infant,102
VA,Buchanan County,2011,Center,Toddler,91.5
VA,Buchanan County,2011,Center,Preschool,91.5
VA,Buchanan County,2012,Family,Infant,75
VA,Buchanan County,2012,Family,Toddler,75
VA,Buchanan County,2012,Family,Preschool,75
VA,Buchanan County,2012,Center,Infant,101
VA,Buchanan County,2012,Center,Toddler,93
VA,Buchanan County,2012,Center,Preschool,93
VA,Buchanan County,2013,Family,Infant,81.67
VA,Buchanan County,2013,Family,Toddler,81.67
VA,Buchanan County,2013,Family,Preschool,81.67
VA,Buchanan County,2013,Center,Infant,104
VA,Buchanan County,2013,Center,Toddler,95.33
VA,Buchanan County,2013,Center,Preschool,95.33
VA,Buchanan County,2014,Family,Infant,88.33
VA,Buchanan County,2014,Family,Toddler,88.33
VA,Buchanan County,2014,Family,Preschool,88.33
VA,Buchanan County,2014,Center,Infant,107
VA,Buchanan County,2014,Center,Toddler,97.67
VA,Buchanan County,2014,Center,Preschool,97.67
VA,Buchanan County,2015,Family,Infant,95
VA,Buchanan County,2015,Family,Toddler,95
VA,Buchanan County,2015,Family,Preschool,95
VA,Buchanan County,2015,Center,Infant,110
VA,Buchanan County,2015,Center,Toddler,100
VA,Buchanan County,2015,Center,Preschool,100
VA,Buchanan County,2016,Family,Infant,96.67
VA,Buchanan County,2016,Family,Toddler,95
VA,Buchanan County,2016,Family,Preschool,95
VA,Buchanan County,2016,Center,Infant,111.67
VA,Buchanan County,2016,Center,Toddler,100
VA,Buchanan County,2016,Center,Preschool,100
VA,Buchanan County,2017,Family,Infant,98.33
VA,Buchanan County,2017,Family,Toddler,95
VA,Buchanan County,2017,Family,Preschool,95
VA,Buchanan County,2017,Center,Infant,113.33
VA,Buchanan County,2017,Center,Toddler,100
VA,Buchanan County,2017,Center,Preschool,100
VA,Buchanan County,2018,Family,Infant,100
VA,Buchanan County,2018,Family,Toddler,95
VA,Buchanan County,2018,Family,Preschool,95
VA,Buchanan County,2018,Center,Infant,115
VA,Buchanan County,2018,Center,Toddler,100
VA,Buchanan County,2018,Center,Preschool,100
VA,Buckingham County,2009,Family,Infant,89.5
VA,Buckingham County,2009,Family,Toddler,74
VA,Buckingham County,2009,Family,Preschool,74
VA,Buckingham County,2009,Center,Infant,106
VA,Buckingham County,2009,Center,Toddler,87
VA,Buckingham County,2009,Center,Preschool,87
VA,Buckingham County,2010,Family,Infant,93
VA,Buckingham County,2010,Family,Toddler,76
VA,Buckingham County,2010,Family,Preschool,76
VA,Buckingham County,2010,Center,Infant,110
VA,Buckingham County,2010,Center,Toddler,90
VA,Buckingham County,2010,Center,Preschool,90
VA,Buckingham County,2011,Family,Infant,96.5
VA,Buckingham County,2011,Family,Toddler,78
VA,Buckingham County,2011,Family,Preschool,78
VA,Buckingham County,2011,Center,Infant,114
VA,Buckingham County,2011,Center,Toddler,93
VA,Buckingham County,2011,Center,Preschool,93
VA,Buckingham County,2012,Family,Infant,100
VA,Buckingham County,2012,Family,Toddler,80
VA,Buckingham County,2012,Family,Preschool,80
VA,Buckingham County,2012,Center,Infant,118
VA,Buckingham County,2012,Center,Toddler,96
VA,Buckingham County,2012,Center,Preschool,96
VA,Buckingham County,2013,Family,Infant,100
VA,Buckingham County,2013,Family,Toddler,80
VA,Buckingham County,2013,Family,Preschool,80
VA,Buckingham County,2013,Center,Infant,118.67
VA,Buckingham County,2013,Center,Toddler,97.33
VA,Buckingham County,2013,Center,Preschool,97.33
VA,Buckingham County,2014,Family,Infant,100
VA,Buckingham County,2014,Family,Toddler,80
VA,Buckingham County,2014,Family,Preschool,80
VA,Buckingham County,2014,Center,Infant,119.33
VA,Buckingham County,2014,Center,Toddler,98.67
VA,Buckingham County,2014,Center,Preschool,98.67
VA,Buckingham County,2015,Family,Infant,100
VA,Buckingham County,2015,Family,Toddler,80
VA,Buckingham County,2015,Family,Preschool,80
VA,Buckingham County,2015,Center,Infant,120
VA,Buckingham County,2015,Center,Toddler,100
VA,Buckingham County,2015,Center,Preschool,100
VA,Buckingham County,2016,Family,Infant,108.33
VA,Buckingham County,2016,Family,Toddler,81.67
VA,Buckingham County,2016,Family,Preschool,81.67
VA,Buckingham County,2016,Center,Infant,123.33
VA,Buckingham County,2016,Center,Toddler,100
VA,Buckingham County,2016,Center,Preschool,100
VA,Buckingham County,2017,Family,Infant,116.67
VA,Buckingham County,2017,Family,Toddler,83.33
VA,Buckingham County,2017,Family,Preschool,83.33
VA,Buckingham County,2017,Center,Infant,126.67
VA,Buckingham County,2017,Center,Toddler,100
VA,Buckingham County,2017,Center,Preschool,100
VA,Buckingham County,2018,Family,Infant,125
VA,Buckingham County,2018,Family,Toddler,85
VA,Buckingham County,2018,Family,Preschool,85
VA,Buckingham County,2018,Center,Infant,130
VA,Buckingham County,2018,Center,Toddler,100
VA,Buckingham County,2018,Center,Preschool,100
VA,Campbell County,2009,Family,Infant,125
VA,Campbell County,2009,Family,Toddler,100
VA,Campbell County,2009,Family,Preschool,100
VA,Campbell County,2009,Center,Infant,115
VA,Campbell County,2009,Center,Toddler,94
VA,Campbell County,2009,Center,Preschool,94
VA,Campbell County,2010,Family,Infant,125
VA,Campbell County,2010,Family,Toddler,95
VA,Campbell County,2010,Family,Preschool,95
VA,Campbell County,2010,Center,Infant,120
VA,Campbell County,2010,Center,Toddler,95
VA,Campbell County,2010,Center,Preschool,95
VA,Campbell County,2011,Family,Infant,125
VA,Campbell County,2011,Family,Toddler,90
VA,Campbell County,2011,Family,Preschool,90
VA,Campbell County,2011,Center,Infant,125
VA,Campbell County,2011,Center,Toddler,96
VA,Campbell County,2011,Center,Preschool,96
VA,Campbell County,2012,Family,Infant,125
VA,Campbell County,2012,Family,Toddler,85
VA,Campbell County,2012,Family,Preschool,85
VA,Campbell County,2012,Center,Infant,130
VA,Campbell County,2012,Center,Toddler,97
VA,Campbell County,2012,Center,Preschool,97
VA,Campbell County,2013,Family,Infant,125
VA,Campbell County,2013,Family,Toddler,90
VA,Campbell County,2013,Family,Preschool,90
VA,Campbell County,2013,Center,Infant,145
VA,Campbell County,2013,Center,Toddler,99.67
VA,Campbell County,2013,Center,Preschool,99.67
VA,Campbell County,2014,Family,Infant,125
VA,Campbell County,2014,Family,Toddler,95
VA,Campbell County,2014,Family,Preschool,95
VA,Campbell County,2014,Center,Infant,160
VA,Campbell County,2014,Center,Toddler,102.33
VA,Campbell County,2014,Center,Preschool,102.33
VA,Campbell County,2015,Family,Infant,125
VA,Campbell County,2015,Family,Toddler,100
VA,Campbell County,2015,Family,Preschool,100
VA,Campbell County,2015,Center,Infant,175
VA,Campbell County,2015,Center,Toddler,105
VA,Campbell County,2015,Center,Preschool,105
VA,Campbell County,2016,Family,Infant,128.33
VA,Campbell County,2016,Family,Toddler,108.33
VA,Campbell County,2016,Family,Preschool,108.33
VA,Campbell County,2016,Center,Infant,161.67
VA,Campbell County,2016,Center,Toddler,106.67
VA,Campbell County,2016,Center,Preschool,106.67
VA,Campbell County,2017,Family,Infant,131.67
VA,Campbell County,2017,Family,Toddler,116.67
VA,Campbell County,2017,Family,Preschool,116.67
VA,Campbell County,2017,Center,Infant,148.33
VA,Campbell County,2017,Center,Toddler,108.33
VA,Campbell County,2017,Center,Preschool,108.33
VA,Campbell County,2018,Family,Infant,135
VA,Campbell County,2018,Family,Toddler,125
VA,Campbell County,2018,Family,Preschool,125
VA,Campbell County,2018,Center,Infant,135
VA,Campbell County,2018,Center,Toddler,110
VA,Campbell County,2018,Center,Preschool,110
VA,Caroline County,2009,Family,Infant,125
VA,Caroline County,2009,Family,Toddler,81
VA,Caroline County,2009,Family,Preschool,81
VA,Caroline County,2009,Center,Infant,122.5
VA,Caroline County,2009,Center,Toddler,140
VA,Caroline County,2009,Center,Preschool,140
VA,Caroline County,2010,Family,Infant,125
VA,Caroline County,2010,Family,Toddler,90
VA,Caroline County,2010,Family,Preschool,90
VA,Caroline County,2010,Center,Infant,145
VA,Caroline County,2010,Center,Toddler,135
VA,Caroline County,2010,Center,Preschool,135
VA,Caroline County,2011,Family,Infant,125
VA,Caroline County,2011,Family,Toddler,99
VA,Caroline County,2011,Family,Preschool,99
VA,Caroline County,2011,Center,Infant,167.5
VA,Caroline County,2011,Center,Toddler,130
VA,Caroline County,2011,Center,Preschool,130
VA,Caroline County,2012,Family,Infant,125
VA,Caroline County,2012,Family,Toddler,108
VA,Caroline County,2012,Family,Preschool,108
VA,Caroline County,2012,Center,Infant,190
VA,Caroline County,2012,Center,Toddler,125
VA,Caroline County,2012,Center,Preschool,125
VA,Caroline County,2013,Family,Infant,126.67
VA,Caroline County,2013,Family,Toddler,110.33
VA,Caroline County,2013,Family,Preschool,110.33
VA,Caroline County,2013,Center,Infant,195
VA,Caroline County,2013,Center,Toddler,128.33
VA,Caroline County,2013,Center,Preschool,128.33
VA,Caroline County,2014,Family,Infant,128.33
VA,Caroline County,2014,Family,Toddler,112.67
VA,Caroline County,2014,Family,Preschool,112.67
VA,Caroline County,2014,Center,Infant,200
VA,Caroline County,2014,Center,Toddler,131.67
VA,Caroline County,2014,Center,Preschool,131.67
VA,Caroline County,2015,Family,Infant,130
VA,Caroline County,2015,Family,Toddler,115
VA,Caroline County,2015,Family,Preschool,115
VA,Caroline County,2015,Center,Infant,205
VA,Caroline County,2015,Center,Toddler,135
VA,Caroline County,2015,Center,Preschool,135
VA,Caroline County,2016,Family,Infant,131.67
VA,Caroline County,2016,Family,Toddler,115
VA,Caroline County,2016,Family,Preschool,115
VA,Caroline County,2016,Center,Infant,200
VA,Caroline County,2016,Center,Toddler,135
VA,Caroline County,2016,Center,Preschool,135
VA,Caroline County,2017,Family,Infant,133.33
VA,Caroline County,2017,Family,Toddler,115
VA,Caroline County,2017,Family,Preschool,115
VA,Caroline County,2017,Center,Infant,195
VA,Caroline County,2017,Center,Toddler,135
VA,Caroline County,2017,Center,Preschool,135
VA,Caroline County,2018,Family,Infant,135
VA,Caroline County,2018,Family,Toddler,115
VA,Caroline County,2018,Family,Preschool,115
VA,Caroline County,2018,Center,Infant,190
VA,Caroline County,2018,Center,Toddler,135
VA,Caroline County,2018,Center,Preschool,135
VA,Carroll County,2009,Family,Infant,68.5
VA,Carroll County,2009,Family,Toddler,70
VA,Carroll County,2009,Family,Preschool,70
VA,Carroll County,2009,Center,Infant,105
VA,Carroll County,2009,Center,Toddler,90.5
VA,Carroll County,2009,Center,Preschool,90.5
VA,Carroll County,2010,Family,Infant,75
VA,Carroll County,2010,Family,Toddler,75
VA,Carroll County,2010,Family,Preschool,75
VA,Carroll County,2010,Center,Infant,103
